,Trig,Date,Time UT,Ra,Dec,Sat
858,9487,2021-10-31,8:36:42,274.0388,-34.9458,Integral
859,9493,2021-10-31,16:35:49,185.4905,59.1073,Integral
860,9490,2021-10-31,14:44:08,175.2602,59.8345,Integral
861,9484,2021-10-31,3:45:14,276.8598,-38.0652,Integral
862,9488,2021-10-31,8:44:03,283.5057,-33.8545,Integral
863,9502,2021-11-01,14:54:41,146.1318,67.9492,Integral
864,9499,2021-11-01,9:11:52,150.584,73.0027,Integral
865,9503,2021-11-01,20:06:28,177.6729,68.5845,Integral
866,9501,2021-11-01,13:21:28,141.5076,64.4393,Integral
867,9500,2021-11-01,9:20:36,134.7849,72.9367,Integral
868,9498,2021-11-01,7:20:28,164.6601,67.4453,Integral
869,9508,2021-11-07,8:22:02,166.8376,-54.8135,Integral
870,9510,2021-11-07,18:35:24,302.5064,33.5147,Integral
871,9509,2021-11-07,8:39:21,166.8207,-54.7914,Integral
872,9511,2021-11-09,6:28:27,112.0731,73.8776,Integral
873,9512,2021-11-10,13:58:42,291.2216,6.9384,Integral
874,9513,2021-11-11,21:21:48,111.6646,-14.7109,Integral
875,9514,2021-11-12,6:17:15,111.0614,-21.9801,Integral
876,9516,2021-11-13,3:01:56,145.7314,68.8588,Integral
877,9515,2021-11-13,2:29:11,145.5819,68.4889,Integral
878,9517,2021-11-14,6:45:17,128.9932,-33.2413,Integral
879,9518,2021-11-14,13:00:57,126.4099,-43.7975,Integral
880,9520,2021-11-16,16:58:20,152.8366,14.2274,Integral
881,9522,2021-11-18,12:03:09,287.0513,0.9605,Integral
882,9521,2021-11-18,11:52:18,289.3065,9.1734,Integral
883,9524,2021-11-20,9:36:18,108.4599,-22.7489,Integral
884,9531,2021-11-21,18:13:10,288.9027,11.7222,Integral
885,9529,2021-11-21,14:53:16,288.3606,10.1219,Integral
886,9526,2021-11-21,11:40:28,276.3543,10.4759,Integral
887,9527,2021-11-21,12:56:28,289.024,6.7655,Integral
888,9530,2021-11-21,15:15:50,290.4539,12.435,Integral
889,9525,2021-11-21,10:22:20,275.2943,11.2478,Integral
890,9534,2021-11-21,22:12:28,282.7802,-0.7663,Integral
891,9532,2021-11-21,18:21:25,281.7836,3.6304,Integral
892,9533,2021-11-21,20:31:24,285.2432,13.8045,Integral
893,9528,2021-11-21,13:39:48,288.2402,13.6673,Integral
894,9538,2021-11-22,2:01:40,139.0044,-30.8049,Integral
895,9535,2021-11-22,0:26:04,209.5555,-71.0418,Integral
896,9540,2021-11-22,5:59:06,134.0424,-43.9749,Integral
897,9537,2021-11-22,1:34:04,126.2804,-22.7312,Integral
898,9539,2021-11-22,5:51:54,125.9925,-33.2462,Integral
899,9536,2021-11-22,1:29:16,141.7916,-31.0643,Integral
900,9541,2021-11-22,6:09:25,123.0219,-36.6738,Integral
901,9542,2021-11-23,19:56:29,128.6476,-46.1058,Integral
902,9543,2021-11-25,2:53:46,143.9549,68.3899,Integral
903,9544,2021-11-26,9:39:09,296.6112,36.9212,Integral
904,9545,2021-11-26,12:34:00,297.2348,36.0497,Integral
905,9546,2021-11-29,4:03:12,300.4043,27.9854,Integral
906,9548,2021-12-01,7:36:24,115.8678,-39.0683,Integral
907,9549,2021-12-02,22:43:31,139.9632,-49.9353,Integral
908,9550,2021-12-03,2:18:45,130.5301,-53.813,Integral
909,9551,2021-12-04,11:13:56,293.1082,27.466,Integral
910,9553,2021-12-06,15:09:43,116.2311,-25.2147,Integral
911,9554,2021-12-07,1:46:09,295.1001,29.274,Integral
912,9555,2021-12-07,5:42:13,289.3021,26.7025,Integral
913,9556,2021-12-09,5:56:54,135.6726,-60.7129,Integral
914,9559,2021-12-12,21:15:07,344.9819,24.6048,Integral
915,9560,2021-12-14,0:29:56,135.2956,-65.285,Integral
916,9562,2021-12-15,2:26:52,306.8887,39.9139,Integral
917,9561,2021-12-15,1:06:15,309.9941,35.1017,Integral
918,9565,2021-12-17,5:46:46,156.2442,-58.1629,Integral
919,9566,2021-12-17,6:35:31,169.6243,-56.0368,Integral
920,9567,2021-12-18,3:26:14,297.1732,34.3023,Integral
921,9568,2021-12-19,12:26:54,174.4796,-60.2159,Integral
922,9573,2021-12-22,13:26:23,183.1775,-64.9731,Integral
923,9572,2021-12-22,12:42:47,199.021,-65.3152,Integral
924,9574,2021-12-23,23:21:14,153.7672,65.9465,Integral
925,9579,2021-12-29,5:23:13,323.3087,44.134,Integral
926,9578,2021-12-29,5:04:42,310.6994,38.711,Integral
927,9577,2021-12-29,3:08:17,305.0278,32.1542,Integral
928,9582,2021-12-30,11:37:07,156.1291,-54.8296,Integral
929,9584,2021-12-30,13:43:49,220.578,-53.3588,Integral
930,9583,2021-12-30,13:11:12,223.9821,-50.6995,Integral
931,1091101,2021-12-27,23:32:07,132.126,-2.702,Swift
932,1090853,2021-12-25,13:12:19,258.568,17.262,Swift
933,1090656,2021-12-23,14:29:27,227.164,-26.873,Swift
934,1090472,2021-12-21,20:48:41,78.938,0.94,Swift
935,1088940,2021-12-11,13:10:00,212.272,27.884,Swift
936,1088376,2021-12-07,20:52:57,149.625,-24.352,Swift
937,1086826,2021-12-03,9:02:38,170.174,16.256,Swift
938,1085430,2021-11-29,9:51:06,274.557,31.776,Swift
939,1082569,2021-11-05,10:27:23,271.077,41.399,Swift
940,1081113,2021-10-25,5:10:20,162.377,31.557,Swift
941,1081073,2021-10-24,22:20:36,154.688,24.579,Swift
942,1080859,2021-10-23,21:05:52,170.302,39.137,Swift
943,1079966,2021-10-17,23:45:16,244.979,-15.842,Swift
944,1078701,2021-10-10,10:42:36,287.08,29.822,Swift
945,1076121,2021-10-01,0:43:20,71.47,12.04,Swift
946,1075565,2021-09-30,2:46:52,197.435,48.623,Swift
947,1074326,2021-09-21,17:43:16,307.803,37.61,Swift
948,1073893,2021-09-19,0:28:34,80.23,1.274,Swift
949,1073821,2021-09-18,7:58:20,250.455,-45.54,Swift
950,1072990,2021-09-12,11:01:12,129.769,79.194,Swift
951,1072706,2021-09-10,10:11:56,238.7885,-54.0624,Swift
952,1071993,2021-09-05,0:12:41,309.062,-44.431,Swift
953,1071769,2021-09-03,14:11:32,307.967,37.398,Swift
954,1071768,2021-09-03,14:04:44,299.55,34.943,Swift
955,1071767,2021-09-03,14:00:44,186.147,-62.692,Swift
956,1071765,2021-09-03,13:53:56,186.206,-62.645,Swift
957,1071762,2021-09-03,13:46:04,135.414,-40.309,Swift
958,1071488,2021-09-01,15:04:36,295.2774,-76.9261,Swift
959,1070298,2021-08-25,6:53:27,238.7858,-54.0617,Swift
960,1070157,2021-08-24,4:10:02,232.132,11.135,Swift
961,1069788,2021-08-22,9:18:18,304.476,5.265,Swift
962,1069551,2021-08-20,17:38:01,20.6392,4.6078,Swift
963,1069242,2021-08-18,16:17:00,299.819,35.277,Swift
964,1069169,2021-08-18,1:02:08,149.131,-87.031,Swift
965,1064421,2021-08-07,22:57:08,143.551,-51.409,Swift
966,1064380,2021-08-07,18:51:40,245.114,-15.937,Swift
967,1064377,2021-08-07,18:41:40,245.132,-15.898,Swift
968,1064361,2021-08-07,17:50:36,83.717,22.21,Swift
969,1064221,2021-08-07,10:03:40,76.677,58.245,Swift
970,1062336,2021-07-31,22:21:09,300.314,-28.042,Swift
971,1062273,2021-07-31,14:33:09,255.992,-37.851,Swift
972,1062150,2021-07-30,4:57:29,149.592,69.705,Swift
973,1061687,2021-07-26,19:19:04,193.2908,19.1898,Swift
974,1061554,2021-07-25,12:00:48,192.9218,17.108,Swift
975,1061511,2021-07-25,3:47:03,215.3737,-1.1931,Swift
976,1061482,2021-07-24,20:14:09,227.4139,-6.291,Swift
977,1061284,2021-07-23,14:46:11,121.7211,-32.8853,Swift
978,1061223,2021-07-22,20:54:42,27.0303,-6.3475,Swift
979,1059881,2021-07-12,9:43:12,97.3319,-35.3716,Swift
980,1059494,2021-07-08,13:23:25,142.579,14.471,Swift
981,1059460,2021-07-08,2:25:37,173.699,-49.187,Swift
982,1058804,2021-07-02,19:07:14,168.57,-36.741,Swift
983,1057131,2021-06-21,17:04:37,238.7872,-54.0613,Swift
984,1056757,2021-06-19,23:59:25,319.713,33.86,Swift
985,1056426,2021-06-18,1:43:37,235.82,46.043,Swift
986,1054681,2021-06-10,19:51:28,243.939,14.391,Swift
987,1054627,2021-06-10,15:03:43,204.2822,14.465,Swift
988,1053220,2021-06-03,9:45:47,238.819,-54.046,Swift
989,1048783,2021-05-17,5:28:02,358.2246,-39.1022,Swift
990,1047531,2021-05-09,14:32:20,350.352,6.675,Swift
991,1046414,2021-05-02,17:39:33,270.742,-29.818,Swift
992,1044426,2021-04-21,0:27:30,104.908,4.934,Swift
993,1044032,2021-04-19,6:53:41,86.862,-65.539,Swift
994,1042398,2021-04-11,15:05:51,296.6116,-39.3971,Swift
995,1042032,2021-04-09,13:54:05,244.954,-15.573,Swift
996,1040345,2021-04-03,8:27:14,2.767,-32.999,Swift
997,1040123,2021-04-02,,198.2584,44.5125,Swift
998,1038247,2021-03-23,22:02:18,317.952,25.378,Swift
999,1037828,2021-03-21,7:13:51,87.874,70.119,Swift
1000,1037339,2021-03-18,3:54:32,33.93,-37.789,Swift
1001,1036990,2021-03-15,5:21:49,299.74,35.403,Swift
1002,1036227,2021-03-08,6:37:57,67.088,37.411,Swift
1003,1036139,2021-03-07,8:42:38,119.19,-66.963,Swift
1004,1036024,2021-03-06,9:32:14,331.848,10.175,Swift
1005,1035994,2021-03-06,3:53:57,129.965,60.196,Swift
1006,1035922,2021-03-05,19:03:04,319.814,34.557,Swift
1007,1035744,2021-03-05,1:09:41,244.831,-15.786,Swift
1008,1034721,2021-02-26,4:43:57,124.1144,57.5838,Swift
1009,1034325,2021-02-22,22:37:26,154.6062,-14.9315,Swift
1010,1033716,2021-02-20,21:37:57,245.176,-15.72,Swift
1011,1033328,2021-02-18,13:35:20,47.291,35.287,Swift
1012,1033264,2021-02-17,23:25:42,97.5833,68.725,Swift
1013,1033144,2021-02-17,8:11:21,277.646,-6.735,Swift
1014,1032350,2021-02-13,0:10:14,277.66,-6.748,Swift
1015,1032183,2021-02-12,4:25:18,72.261,7.234,Swift
1016,1032024,2021-02-11,8:43:18,269.433,-46.299,Swift
1017,1031728,2021-02-10,2:00:28,262.811,14.648,Swift
1018,1031636,2021-02-09,21:39:45,328.096,43.559,Swift
1019,1031297,2021-02-07,21:52:08,270.582,53.694,Swift
1020,1030629,2021-02-05,11:11:18,347.2214,56.2942,Swift
1021,1017711,2021-01-19,2:54:10,282.804,-61.801,Swift
1022,1016881,2021-01-12,1:37:04,218.999,33.07,Swift
1023,1016013,2021-01-05,12:19:58,307.719,41.068,Swift
1024,1016010,2021-01-05,11:55:02,244.978,-15.844,Swift
1025,1015919,2021-01-04,21:10:11,53.5538,37.9301,Swift
1026,1015873,2021-01-04,11:26:59,103.705,64.661,Swift
1027,1015728,2021-01-02,20:38:11,235.737,-37.222,Swift
1028,1015615,2021-01-02,0:17:13,234.703,-84.189,Swift
